taxid,status
1608659,Least Concern
458613,Least Concern
630691,Least Concern
630692,Least Concern
477799,Least Concern
477801,Least Concern
477803,Least Concern
2306797,Least Concern
477804,Least Concern
83604,Vulnerable
402374,Near Threatened
357318,Vulnerable
402375,Least Concern
1105058,Near Threatened
454308,Vulnerable
402376,Endangered
402377,Vulnerable
402378,Least Concern
402379,Endangered
402380,Vulnerable
402381,Least Concern
402382,Endangered
543542,Least Concern
402383,Least Concern
723280,Least Concern
111827,Least Concern
376345,Least Concern
182668,Data Deficient
182669,Least Concern
182670,Data Deficient
182671,Least Concern
2303550,Least Concern
2488692,Least Concern
876642,Least Concern
2589335,Least Concern
876643,Least Concern
1182849,Least Concern
189496,Least Concern
1156148,Least Concern
1082509,Endangered
110859,Least Concern
1082511,Vulnerable
1082512,Least Concern
43647,Least Concern
468929,Least Concern
43649,Least Concern
43650,Least Concern
260108,Least Concern
1126076,Least Concern
304692,Least Concern
689309,Least Concern
161148,Data Deficient
211992,Least Concern
78424,Data Deficient
78425,Data Deficient
55720,Data Deficient
78427,Data Deficient
948796,Data Deficient
2722920,Data Deficient
1212744,Least Concern
2478855,Least Concern
1212745,Least Concern
2478856,Least Concern
447952,Least Concern
662046,Least Concern
1771869,Least Concern
1226244,Least Concern
106106,Least Concern
518702,Least Concern
1187974,Near Threatened
2039248,Near Threatened
1187975,Near Threatened
2683280,Endangered
206788,Data Deficient
698029,Least Concern
9643,Least Concern
9644,Least Concern
29073,Vulnerable
9642,Vulnerable
3501,Least Concern
1435584,Data Deficient
1980876,Least Concern
386691,Near Threatened
43652,Vulnerable
45673,Least Concern
43653,Least Concern
1853930,Vulnerable
2218685,Least Concern
1683472,Critically Endangered
192271,Least Concern
2547407,Vulnerable
192272,Least Concern
192273,Least Concern
715390,Least Concern
2041258,Least Concern
715391,Least Concern
192274,Least Concern
192275,Least Concern
2041259,Least Concern
192276,Least Concern
1967507,Least Concern
1967508,Least Concern
2041261,Least Concern
1967509,Least Concern
1398144,Least Concern
192277,Least Concern
192278,Least Concern
1967510,Least Concern
204363,Least Concern
1896637,Data Deficient
1896638,Least Concern
1967511,Vulnerable
204364,Least Concern
715392,Least Concern
715393,Vulnerable
192280,Least Concern
3054868,Least Concern
192281,Least Concern
192282,Least Concern
192283,Least Concern
193162,Least Concern
192284,Least Concern
715394,Least Concern
715395,Least Concern
192285,Least Concern
192286,Least Concern
1967512,Least Concern
2041262,Least Concern
715396,Least Concern
1896640,Least Concern
1896641,Least Concern
192288,Least Concern
2041263,Least Concern
192289,Least Concern
192290,Least Concern
1967513,Least Concern
13748,Least Concern
192292,Least Concern
1967514,Least Concern
715397,Least Concern
2041264,Least Concern
2041265,Least Concern
204365,Least Concern
715398,Least Concern
204366,Least Concern
1896642,Least Concern
1967516,Least Concern
192294,Least Concern
2041266,Least Concern
2041267,Least Concern
192295,Least Concern
715399,Least Concern
715400,Least Concern
192296,Least Concern
192297,Least Concern
193137,Least Concern
715402,Least Concern
1967518,Least Concern
192298,Least Concern
192299,Least Concern
1967520,Least Concern
1967521,Least Concern
326275,Least Concern
1967522,Least Concern
715403,Least Concern
1967523,Least Concern
192302,Least Concern
192303,Least Concern
192304,Least Concern
192305,Least Concern
192306,Least Concern
1896643,Least Concern
2041272,Least Concern
1534699,Least Concern
192308,Least Concern
192309,Least Concern
204367,Least Concern
715405,Least Concern
1967525,Least Concern
192310,Least Concern
2487689,Near Threatened
2016178,Least Concern
192311,Least Concern
192312,Least Concern
204368,Least Concern
2041273,Least Concern
204369,Least Concern
715406,Least Concern
1896644,Least Concern
1896645,Least Concern
192314,Least Concern
193138,Least Concern
2547409,Least Concern
715407,Least Concern
204370,Least Concern
2054588,Least Concern
192315,Least Concern
715408,Least Concern
192316,Least Concern
204371,Least Concern
2049358,Least Concern
192318,Least Concern
192319,Least Concern
715410,Least Concern
2041275,Least Concern
2041276,Least Concern
192320,Least Concern
715411,Least Concern
715412,Least Concern
715413,Least Concern
192322,Least Concern
715414,Least Concern
192323,Least Concern
1896647,Least Concern
192324,Least Concern
1967538,Least Concern
2041277,Least Concern
2511816,Vulnerable
52383,Least Concern
202943,Least Concern
672960,Least Concern
1144408,Least Concern
672961,Least Concern
1144409,Vulnerable
1237844,Least Concern
174970,Least Concern
1144410,Vulnerable
2588160,Near Threatened
1144412,Endangered
174972,Endangered
992805,Near Threatened
2588161,Near Threatened
1144415,Critically Endangered
673193,Endangered
2695412,Vulnerable
489352,Least Concern
489353,Least Concern
2709019,Least Concern
1323174,Near Threatened
2588163,Endangered
489355,Vulnerable
2709020,Vulnerable
2951585,Endangered
1317903,Least Concern
2709021,Least Concern
2709022,Least Concern
489358,Endangered
1891181,Endangered
489326,Least Concern
489359,Vulnerable
1208056,Least Concern
229201,Least Concern
1633927,Least Concern
276782,Least Concern
1497785,Least Concern
2946469,Near Threatened
180753,Least Concern
174251,Least Concern
180757,Least Concern
1633943,Least Concern
2946486,Data Deficient
13750,Least Concern
516948,Least Concern
180765,Least Concern
57539,Least Concern
2946495,Least Concern
2946498,Least Concern
2946499,Least Concern
2946500,Least Concern
180772,Least Concern
1004259,Least Concern
1954703,Least Concern
1179184,Least Concern
767868,Endangered
875629,Least Concern
2601746,Least Concern
138019,Least Concern
72367,Least Concern
519524,Data Deficient
284492,Least Concern
138020,Least Concern
875633,Least Concern
2683613,Least Concern
205067,Least Concern
205069,Least Concern
493942,Least Concern
72368,Least Concern
519501,Least Concern
1094598,Data Deficient
205072,Least Concern
1117634,Least Concern
138024,Least Concern
875638,Least Concern
1217422,Least Concern
205074,Least Concern
284494,Least Concern
681503,Least Concern
1179201,Least Concern
875643,Least Concern
1465645,Least Concern
2735292,Near Threatened
2683615,Least Concern
1478621,Least Concern
875645,Least Concern
875647,Least Concern
875648,Least Concern
205076,Least Concern
875650,Least Concern
767877,Critically Endangered
138044,Least Concern
546664,Least Concern
875657,Least Concern
1478622,Least Concern
2683616,Least Concern
875658,Least Concern
1179210,Least Concern
138046,Least Concern
767879,Least Concern
1495113,Least Concern
1940518,Vulnerable
875661,Least Concern
2875589,Data Deficient
310730,Vulnerable
112583,Least Concern
2027513,Data Deficient
357290,Least Concern
909127,Least Concern
1003821,Least Concern
1425196,Least Concern
195855,Critically Endangered
195856,Critically Endangered
586869,Least Concern
586870,Least Concern
586871,Least Concern
1146994,Least Concern
2710640,Least Concern
586872,Least Concern
2768283,Least Concern
586873,Least Concern
150332,Least Concern
586874,Least Concern
882895,Least Concern
243112,Least Concern
183948,Least Concern
1519913,Least Concern
300920,Least Concern
300925,Endangered
368320,Least Concern
2065970,Least Concern
124941,Least Concern
2964424,Least Concern
29649,Least Concern
62345,Least Concern
55324,Least Concern
229285,Data Deficient
1533057,Least Concern
378297,Least Concern
2137666,Data Deficient
501555,Endangered
2833463,Least Concern
190191,Endangered
501556,Endangered
699199,Least Concern
501557,Vulnerable
501558,Near Threatened
1533055,Least Concern
1113375,Least Concern
501567,Near Threatened
1747482,Least Concern
378296,Vulnerable
362825,Vulnerable
148040,Data Deficient
362826,Least Concern
148039,Least Concern
196701,Least Concern
362824,Least Concern
148041,Least Concern
933072,Least Concern
148074,Near Threatened
642989,Least Concern
161596,Least Concern
161597,Least Concern
1914707,Least Concern
1445529,Least Concern
1445530,Near Threatened
1380714,Vulnerable
339146,Least Concern
556522,Least Concern
2028311,Least Concern
2853760,Endangered
2608469,Least Concern
579953,Least Concern
622415,Least Concern
1095008,Critically Endangered
125245,Critically Endangered
125246,Least Concern
47548,Least Concern
125854,Vulnerable
125270,Least Concern
2316026,Least Concern
1630617,Least Concern
50404,Least Concern
261961,Least Concern
2696577,Least Concern
1003845,Least Concern
54502,Least Concern
302532,Least Concern
8909,Least Concern
100859,Near Threatened
311056,Least Concern
42275,Least Concern
171605,Least Concern
171606,Least Concern
1051359,Least Concern
125301,Least Concern
164488,Least Concern
308936,Vulnerable
164485,Least Concern
1285877,Least Concern
308938,Vulnerable
1285878,Least Concern
43577,Least Concern
308932,Least Concern
1285880,Vulnerable
164484,Least Concern
1285885,Least Concern
164473,Least Concern
1285889,Least Concern
642065,Vulnerable
2695824,Critically Endangered
2491729,Endangered
2695826,Data Deficient
256751,Endangered
1907196,Endangered
669892,Endangered
2491724,Endangered
117956,Least Concern
51239,Endangered
117957,Endangered
2137421,Endangered
2777409,Data Deficient
297511,Least Concern
203339,Least Concern
203340,Least Concern
1408210,Data Deficient
545754,Data Deficient
547114,Data Deficient
1408222,Data Deficient
1938349,Vulnerable
199670,Vulnerable
544675,Least Concern
58849,Least Concern
1186226,Least Concern
3050151,Data Deficient
3050155,Data Deficient
3050157,Data Deficient
2294020,Least Concern
174809,Least Concern
2903337,Least Concern
62035,Least Concern
8558,Least Concern
2756177,Endangered
169834,Least Concern
437646,Data Deficient
62037,Near Threatened
437647,Data Deficient
2583788,Least Concern
62038,Least Concern
555248,Least Concern
437648,Least Concern
386767,Least Concern
752697,Least Concern
169836,Least Concern
169837,Data Deficient
62040,Least Concern
8557,Least Concern
437653,Least Concern
169839,Endangered
62041,Least Concern
169840,Least Concern
169841,Least Concern
169842,Least Concern
62042,Least Concern
52184,Least Concern
62043,Least Concern
169843,Least Concern
169844,Least Concern
169845,Least Concern
61221,Endangered
437654,Data Deficient
2712840,Endangered
437655,Endangered
752696,Least Concern
169846,Endangered
62044,Endangered
62045,Critically Endangered
62046,Least Concern
1203285,Near Threatened
62047,Vulnerable
169847,Least Concern
62048,Least Concern
62050,Least Concern
169850,Least Concern
437656,Least Concern
2093934,Data Deficient
71011,Least Concern
169851,Data Deficient
62049,Least Concern
62051,Least Concern
169852,Least Concern
169853,Least Concern
1639138,Data Deficient
169854,Least Concern
169855,Least Concern
62053,Least Concern
1203283,Least Concern
62052,Least Concern
8559,Least Concern
1099821,Data Deficient
169856,Vulnerable
554167,Critically Endangered
2675863,Least Concern
2968241,Least Concern
2008623,Data Deficient
2008624,Data Deficient
2008640,Data Deficient
2675864,Data Deficient
2008625,Least Concern
1161385,Vulnerable
334915,Least Concern
300415,Least Concern
1471893,Endangered
246546,Least Concern
573149,Least Concern
303154,Least Concern
370317,Least Concern
111170,Least Concern
262676,Least Concern
262683,Endangered
262685,Least Concern
161016,Least Concern
262688,Endangered
262689,Vulnerable
262690,Least Concern
262691,Near Threatened
262692,Vulnerable
262693,Near Threatened
262695,Data Deficient
2896636,Least Concern
126907,Least Concern
362379,Least Concern
688064,Least Concern
450124,Least Concern
948959,Least Concern
1224784,Least Concern
132466,Vulnerable
77050,Least Concern
212701,Near Threatened
100173,Least Concern
365568,Endangered
1260927,Vulnerable
2823394,Critically Endangered
365570,Critically Endangered
365571,Critically Endangered
2990968,Vulnerable
2488055,Critically Endangered
365572,Data Deficient
1506271,Data Deficient
365573,Endangered
365574,Near Threatened
340447,Endangered
2029440,Near Threatened
2029441,Endangered
1094888,Critically Endangered
2653500,Endangered
2029442,Data Deficient
2867369,Endangered
1504509,Critically Endangered
210370,Vulnerable
2867370,Vulnerable
365575,Least Concern
1094889,Endangered
365576,Vulnerable
2867371,Endangered
2867347,Least Concern
1504510,Critically Endangered
2029443,Vulnerable
2292759,Vulnerable
2926117,Critically Endangered
2029444,Near Threatened
1094890,Critically Endangered
2675841,Vulnerable
36600,Least Concern
32250,Least Concern
1214917,Least Concern
124955,Least Concern
1085984,Least Concern
1505919,Least Concern
1085985,Conservation Dependent
1505920,Data Deficient
292785,Near Threatened
1505921,Data Deficient
1085987,Least Concern
1408221,Data Deficient
334364,Least Concern
1431732,Least Concern
478571,Data Deficient
391216,Least Concern
2048766,Least Concern
315382,Least Concern
56077,Least Concern
315383,Least Concern
315384,Near Threatened
315385,Least Concern
315386,Least Concern
315388,Least Concern
165743,Least Concern
165747,Least Concern
56076,Least Concern
315389,Least Concern
1118852,Least Concern
315390,Least Concern
2591718,Least Concern
388728,Least Concern
1428776,Data Deficient
1813017,Least Concern
1812998,Near Threatened
106720,Least Concern
2996721,Least Concern
479617,Critically Endangered
301928,Least Concern
378423,Critically Endangered
2588164,Vulnerable
2695415,Vulnerable
1237763,Least Concern
992798,Least Concern
1899153,Least Concern
2576303,Least Concern
2984670,Vulnerable
1762918,Endangered
2695418,Near Threatened
1220089,Least Concern
497660,Least Concern
2695419,Vulnerable
549433,Least Concern
1317904,Least Concern
2709026,Near Threatened
2695421,Near Threatened
98923,Vulnerable
82366,Vulnerable
2057877,Near Threatened
2926239,Least Concern
2926243,Endangered
183096,Vulnerable
2926252,Least Concern
2926259,Endangered
2926263,Least Concern
3046139,Least Concern
2926264,Least Concern
1130857,Least Concern
2926285,Endangered
2926286,Least Concern
2926288,Endangered
2926290,Least Concern
1295044,Least Concern
439937,Least Concern
1413118,Least Concern
1412969,Least Concern
2201862,Least Concern
873202,Critically Endangered
231561,Near Threatened
1871067,Least Concern
2073147,Least Concern
2901862,Least Concern
73154,Least Concern
316732,Least Concern
2364069,Least Concern
1548378,Least Concern
82753,Least Concern
82575,Least Concern
2067394,Least Concern
2067396,Vulnerable
2984658,Least Concern
2840054,Least Concern
932108,Least Concern
74693,Least Concern
202411,Least Concern
165328,Least Concern
39418,Least Concern
354321,Vulnerable
163752,Least Concern
165341,Least Concern
195138,Least Concern
164258,Least Concern
189994,Data Deficient
195147,Critically Endangered
345734,Least Concern
184791,Near Threatened
1401660,Near Threatened
1752679,Near Threatened
2021743,Near Threatened
681965,Near Threatened
1128349,Least Concern
2021770,Least Concern
1401662,Near Threatened
2021780,Near Threatened
1752684,Vulnerable
1128355,Near Threatened
2021746,Data Deficient
2021793,Vulnerable
2021798,Least Concern
2021804,Near Threatened
2720888,Least Concern
2720889,Least Concern
2720890,Least Concern
138978,Least Concern
2765311,Least Concern
258942,Least Concern
59485,Least Concern
105273,Least Concern
138891,Least Concern
189891,Least Concern
1157942,Least Concern
1407240,Least Concern
1157939,Least Concern
1566320,Least Concern
193270,Least Concern
193271,Least Concern
1592889,Least Concern
1157940,Least Concern
476690,Least Concern
62026,Least Concern
193273,Least Concern
1199063,Least Concern
1280154,Least Concern
1289985,Least Concern
2569457,Endangered
857532,Least Concern
206305,Vulnerable
2896626,Least Concern
1249894,Least Concern
1190421,Least Concern
1190422,Endangered
224736,Least Concern
432674,Least Concern
1127641,Vulnerable
1127642,Least Concern
1190428,Vulnerable
237928,Least Concern
1127643,Least Concern
1130863,Near Threatened
1190432,Critically Endangered
237935,Least Concern
1045194,Least Concern
1190434,Least Concern
1190435,Least Concern
237941,Least Concern
1444321,Least Concern
61590,Least Concern
1127656,Least Concern
1127658,Least Concern
1190438,Least Concern
1444323,Least Concern
237950,Least Concern
1190440,Endangered
237951,Least Concern
1127659,Least Concern
237954,Least Concern
1663608,Least Concern
237956,Least Concern
1444324,Least Concern
1444325,Near Threatened
237957,Least Concern
1609541,Endangered
1127662,Vulnerable
432680,Least Concern
1444326,Vulnerable
1127663,Least Concern
3046140,Least Concern
237959,Least Concern
449240,Least Concern
237961,Least Concern
1190448,Least Concern
1190449,Endangered
347189,Least Concern
233248,Data Deficient
153950,Least Concern
298722,Least Concern
200967,Least Concern
298724,Data Deficient
1527538,Least Concern
347195,Near Threatened
84681,Least Concern
1276811,Endangered
298725,Least Concern
1276816,Least Concern
347191,Least Concern
85059,Critically Endangered
154498,Least Concern
366662,Vulnerable
1276820,Critically Endangered
298726,Least Concern
200969,Least Concern
85130,Endangered
298727,Least Concern
298728,Data Deficient
1042218,Endangered
153956,Least Concern
85131,Least Concern
85132,Endangered
347192,Least Concern
365152,Least Concern
200970,Least Concern
47765,Least Concern
1276834,Critically Endangered
173235,Data Deficient
1276835,Least Concern
233249,Least Concern
3912,Least Concern
298729,Least Concern
516870,Least Concern
1042225,Least Concern
29753,Least Concern
233247,Least Concern
153960,Least Concern
347194,Least Concern
347193,Near Threatened
347188,Least Concern
298730,Least Concern
85134,Least Concern
1042229,Least Concern
298723,Vulnerable
1642611,Near Threatened
360480,Endangered
1871488,Near Threatened
9843,Least Concern
2797190,Critically Endangered
1230044,Vulnerable
243226,Least Concern
81927,Least Concern
243225,Least Concern
243223,Least Concern
243218,Least Concern
187450,Least Concern
247662,Least Concern
243229,Least Concern
187451,Least Concern
243227,Least Concern
243228,Least Concern
247663,Least Concern
247664,Least Concern
37614,Least Concern
243220,Least Concern
243221,Least Concern
243224,Least Concern
243222,Least Concern
885734,Vulnerable
673032,Data Deficient
172541,Data Deficient
252142,Least Concern
247410,Data Deficient
673033,Endangered
399407,Least Concern
673034,Data Deficient
2174689,Data Deficient
2174691,Data Deficient
2174690,Data Deficient
3918,Data Deficient
77327,Least Concern
1094730,Least Concern
1094733,Least Concern
3914,Least Concern
157750,Near Threatened
1679020,Least Concern
157741,Near Threatened
1094738,Least Concern
1928126,Least Concern
271805,Least Concern
460229,Least Concern
1094741,Least Concern
460232,Least Concern
157811,Near Threatened
87070,Data Deficient
1094742,Data Deficient
1713713,Near Threatened
87071,Least Concern
460237,Endangered
87074,Least Concern
87075,Least Concern
378243,Least Concern
87076,Least Concern
1094744,Endangered
271815,Least Concern
87078,Least Concern
1094745,Least Concern
87080,Least Concern
460243,Least Concern
87083,Least Concern
157791,Least Concern
87085,Least Concern
1094747,Least Concern
115715,Least Concern
1050234,Critically Endangered
2822236,Endangered
2822237,Vulnerable
1359326,Least Concern
2797201,Endangered
1359328,Endangered
2899108,Endangered
2822240,Least Concern
2822241,Endangered
2822242,Endangered
332089,Endangered
484183,Least Concern
2010227,Critically Endangered
435384,Least Concern
661180,Vulnerable
2548440,Least Concern
1176411,Least Concern
3020623,Least Concern
378420,Least Concern
52402,Least Concern
353225,Endangered
378422,Critically Endangered
2153202,Least Concern
183420,Least Concern
101899,Data Deficient
1483153,Least Concern
155067,Least Concern
1311571,Near Threatened
1718200,Least Concern
2777938,Vulnerable
1334809,Least Concern
875782,Least Concern
270541,Least Concern
473336,Least Concern
176051,Least Concern
2267889,Endangered
1107404,Vulnerable
2267888,Vulnerable
2267887,Critically Endangered
1355331,Endangered
223739,Data Deficient
223738,Least Concern
1168212,Critically Endangered
2726287,Vulnerable
1471372,Near Threatened
97429,Critically Endangered
2726309,Critically Endangered
1017135,Least Concern
97435,Least Concern
2071550,Least Concern
642593,Endangered
462882,Least Concern
2726321,Data Deficient
1017143,Least Concern
502521,Least Concern
2726334,Critically Endangered
90741,Endangered
8704,Least Concern
1296988,Critically Endangered
8706,Least Concern
247077,Near Threatened
31155,Least Concern
2493147,Critically Endangered
31157,Vulnerable
1114202,Vulnerable
796011,Vulnerable
247076,Endangered
246179,Vulnerable
927678,Near Threatened
1588684,Near Threatened
1296989,Critically Endangered
927686,Near Threatened
110211,Least Concern
235552,Near Threatened
34956,Least Concern
424701,Near Threatened
1540924,Near Threatened
34954,Least Concern
1537912,Least Concern
1118853,Least Concern
81620,Least Concern
2821305,Least Concern
768464,Least Concern
81621,Least Concern
58213,Least Concern
34945,Least Concern
34948,Least Concern
142472,Least Concern
123383,Least Concern
81622,Least Concern
1540925,Least Concern
1109102,Least Concern
1109103,Least Concern
28733,Least Concern
1540926,Near Threatened
768471,Least Concern
34949,Least Concern
81823,Least Concern
34950,Least Concern
34953,Least Concern
1540927,Least Concern
34960,Least Concern
1132580,Least Concern
1540928,Least Concern
58850,Least Concern
58847,Least Concern
1346332,Least Concern
490345,Least Concern
697077,Least Concern
3036916,Extinct
108049,Data Deficient
447017,Data Deficient
447012,Data Deficient
403526,Least Concern
549617,Least Concern
224909,Least Concern
672152,Least Concern
681504,Least Concern
1323486,Least Concern
224866,Least Concern
224910,Endangered
524998,Least Concern
544782,Vulnerable
2939667,Least Concern
1874171,Vulnerable
198795,Least Concern
681505,Least Concern
2364070,Least Concern
1137045,Least Concern
2182555,Least Concern
999598,Least Concern
999599,Least Concern
1348480,Least Concern
872022,Least Concern
1390553,Least Concern
1937631,Least Concern
2807401,Vulnerable
1007890,Least Concern
292385,Vulnerable
233762,Vulnerable
278669,Least Concern
278670,Vulnerable
1382078,Least Concern
54477,Data Deficient
548832,Vulnerable
1237845,Least Concern
201511,Least Concern
413480,Least Concern
548846,Vulnerable
384981,Least Concern
2709029,Least Concern
1130864,Endangered
2364071,Least Concern
883808,Least Concern
479623,Least Concern
3073601,Least Concern
2980165,Least Concern
548855,Least Concern
413482,Least Concern
1321812,Least Concern
992808,Least Concern
1811909,Endangered
548849,Vulnerable
1445497,Least Concern
549682,Least Concern
413483,Least Concern
548850,Vulnerable
384982,Least Concern
1899206,Least Concern
1365883,Least Concern
2709030,Least Concern
1899154,Least Concern
361442,Least Concern
2709031,Least Concern
548856,Least Concern
1237846,Least Concern
1489957,Least Concern
1237847,Least Concern
548852,Least Concern
548858,Least Concern
167923,Least Concern
1237848,Least Concern
2709033,Least Concern
2709034,Least Concern
1186227,Least Concern
548845,Least Concern
548837,Least Concern
548854,Least Concern
2575403,Least Concern
1899155,Least Concern
29760,Least Concern
145603,Least Concern
61754,Least Concern
1428523,Vulnerable
526139,Endangered
318300,Least Concern
485526,Least Concern
485528,Vulnerable
485529,Data Deficient
1217921,Least Concern
541234,Near Threatened
537806,Least Concern
205656,Endangered
71121,Least Concern
94178,Least Concern
94196,Least Concern
1579204,Least Concern
1386297,Data Deficient
202729,Least Concern
3037549,Data Deficient
500719,Least Concern
2518126,Data Deficient
3037548,Data Deficient
54978,Least Concern
1182213,Vulnerable
2676177,Least Concern
2709035,Least Concern
761104,Least Concern
761106,Least Concern
1237849,Least Concern
108517,Least Concern
169982,Critically Endangered
2559496,Least Concern
2716504,Least Concern
2716506,Vulnerable
2716507,Least Concern
2716511,Least Concern
2716512,Least Concern
2716513,Least Concern
177074,Least Concern
2716514,Least Concern
1130865,Least Concern
1186228,Least Concern
2716516,Least Concern
2716517,Least Concern
2716518,Least Concern
2716519,Least Concern
2716522,Least Concern
85294,Vulnerable
2716524,Least Concern
1186229,Least Concern
376216,Least Concern
1632295,Endangered
1632296,Endangered
135452,Least Concern
164384,Near Threatened
164385,Data Deficient
54208,Least Concern
54214,Least Concern
54215,Least Concern
488971,Least Concern
29139,Least Concern
300627,Vulnerable
1035182,Least Concern
1439425,Near Threatened
796789,Least Concern
115636,Critically Endangered
1954705,Least Concern
557055,Least Concern
294101,Least Concern
294107,Vulnerable
1245743,Vulnerable
647931,Least Concern
2494276,Least Concern
354190,Least Concern
9626,Least Concern
9629,Least Concern
561074,Least Concern
494514,Least Concern
9630,Least Concern
1224817,Least Concern
354189,Least Concern
9631,Least Concern
9627,Least Concern
68732,Least Concern
464087,Least Concern
1126026,Least Concern
8924,Vulnerable
95970,Data Deficient
519304,Vulnerable
519306,Critically Endangered
1407446,Least Concern
1478024,Data Deficient
271810,Least Concern
449991,Least Concern
168683,Data Deficient
2747146,Vulnerable
9330,Least Concern
1501084,Least Concern
1766768,Least Concern
36718,Vulnerable
2510770,Data Deficient
64182,Least Concern
2784008,Least Concern
671526,Least Concern
243772,Least Concern
200284,Least Concern
132963,Endangered
549618,Vulnerable
549619,Critically Endangered
67439,Least Concern
1297568,Least Concern
672977,Vulnerable
672978,Endangered
1317908,Least Concern
323220,Critically Endangered
672991,Endangered
672981,Critically Endangered
672982,Endangered
2709036,Vulnerable
672983,Vulnerable
1458373,Endangered
672984,Least Concern
323221,Least Concern
672985,Least Concern
672986,Near Threatened
672987,Endangered
128376,Least Concern
86999,Least Concern
145714,Least Concern
48220,Least Concern
2077269,Vulnerable
2077270,Data Deficient
6625,Least Concern
479260,Least Concern
182664,Least Concern
2797411,Endangered
2283221,Data Deficient
536379,Endangered
2944478,Least Concern
2800986,Endangered
2944479,Least Concern
2944480,Least Concern
1217463,Least Concern
2493699,Least Concern
2486682,Vulnerable
1959276,Critically Endangered
336105,Least Concern
1959278,Endangered
1959279,Data Deficient
1959280,Vulnerable
1959281,Endangered
1959282,Least Concern
318065,Least Concern
79620,Least Concern
189892,Vulnerable
189893,Vulnerable
189894,Least Concern
140426,Least Concern
140427,Least Concern
140428,Critically Endangered
140429,Least Concern
2650245,Least Concern
189898,Critically Endangered
140430,Least Concern
858905,Least Concern
138894,Near Threatened
189901,Least Concern
2650247,Least Concern
140431,Least Concern
140433,Endangered
189902,Least Concern
189903,Least Concern
140435,Critically Endangered
189904,Least Concern
140593,Least Concern
189906,Vulnerable
301312,Data Deficient
301316,Least Concern
301321,Vulnerable
2545628,Near Threatened
1288272,Vulnerable
2301588,Endangered
1008965,Near Threatened
1008967,Least Concern
1514982,Least Concern
499984,Least Concern
2862312,Endangered
2862313,Least Concern
2862314,Endangered
2862315,Least Concern
2576597,Least Concern
1130702,Critically Endangered
462588,Least Concern
2528735,Vulnerable
356336,Critically Endangered
2841776,Least Concern
2841777,Least Concern
1539453,Endangered
1130704,Critically Endangered
1312673,Least Concern
935109,Vulnerable
1615861,Vulnerable
1156149,Least Concern
241351,Least Concern
2986107,Data Deficient
548522,Vulnerable
316658,Endangered
1551439,Vulnerable
1551440,Least Concern
1551442,Near Threatened
1551443,Least Concern
1551444,Least Concern
1551446,Least Concern
131305,Endangered
1551438,Least Concern
1551447,Least Concern
1551448,Vulnerable
1551450,Vulnerable
2602786,Least Concern
1365722,Least Concern
2896638,Vulnerable
508337,Least Concern
508342,Least Concern
140930,Near Threatened
13760,Critically Endangered
214229,Least Concern
104009,Near Threatened
1075059,Critically Endangered
1353928,Data Deficient
89130,Least Concern
319153,Least Concern
283151,Least Concern
283145,Least Concern
301003,Vulnerable
300989,Vulnerable
283147,Least Concern
353089,Least Concern
55503,Least Concern
79409,Least Concern
367648,Least Concern
427936,Least Concern
325567,Least Concern
1872698,Critically Endangered
2885539,Critically Endangered
1609091,Endangered
4263,Endangered
76707,Critically Endangered
74964,Least Concern
2600091,Least Concern
1522743,Least Concern
136133,Endangered
2650870,Least Concern
1155308,Vulnerable
292820,Least Concern
1566151,Least Concern
147192,Endangered
1034043,Least Concern
123487,Vulnerable
2807403,Least Concern
1155310,Critically Endangered
2578414,Least Concern
288309,Least Concern
126909,Least Concern
374025,Least Concern
304116,Least Concern
540837,Least Concern
52874,Least Concern
2290757,Vulnerable
128380,Least Concern
1836449,Critically Endangered
147188,Conservation Dependent
161110,Least Concern
161111,Least Concern
161113,Least Concern
161114,Least Concern
161115,Least Concern
161118,Least Concern
161123,Least Concern
161125,Least Concern
161129,Data Deficient
161131,Least Concern
2753582,Critically Endangered
2753586,Critically Endangered
2753585,Vulnerable
2753583,Near Threatened
2753584,Vulnerable
56998,Critically Endangered
1539449,Critically Endangered
1539450,Endangered
356337,Critically Endangered
141189,Least Concern
1111057,Vulnerable
2578369,Least Concern
1508059,Least Concern
120726,Least Concern
120733,Least Concern
946243,Near Threatened
1165302,Least Concern
1263239,Critically Endangered
69391,Least Concern
1085519,Least Concern
429304,Vulnerable
992810,Least Concern
375931,Least Concern
703450,Least Concern
252847,Least Concern
2068755,Least Concern
648859,Least Concern
2068758,Least Concern
1045231,Least Concern
252863,Vulnerable
2068764,Least Concern
2068765,Endangered
2068767,Least Concern
2068768,Least Concern
252868,Least Concern
2068772,Data Deficient
175813,Near Threatened
1407448,Least Concern
480301,Least Concern
480302,Least Concern
84856,Least Concern
1304318,Least Concern
1602312,Endangered
53932,Least Concern
481684,Least Concern
481685,Least Concern
85954,Least Concern
257623,Endangered
2010919,Endangered
2010920,Endangered
374662,Vulnerable
374663,Near Threatened
374665,Least Concern
375281,Least Concern
3049290,Endangered
1210402,Critically Endangered
2990971,Least Concern
174564,Least Concern
1085520,Least Concern
690849,Least Concern
109390,Endangered
1592175,Least Concern
1592179,Least Concern
1592182,Least Concern
1592184,Least Concern
488789,Least Concern
1592188,Least Concern
1592189,Least Concern
488790,Least Concern
470286,Least Concern
220906,Least Concern
1592191,Least Concern
487142,Least Concern
1619564,Vulnerable
266389,Least Concern
1199189,Least Concern
1439392,Least Concern
187584,Least Concern
